x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
18.7,9.1,40.1,0.55,5181.0,1797.0,110.5
7.71,10.16,49.4,0.232,6052.0,1893.0,170.3
16.72,4.5,40.5,0.544,10626.0,2222.0,426.6
1.5,3.92,52.3,0.2,9898.0,2247.0,620.0
14.8,8.57,41.2,0.984,8138.0,2421.0,221.5
19.77,6.98,40.0,0.413,10813.0,2350.0,423.1
16.93,7.58,40.4,0.844,5879.0,1663.0,328.2
11.59,6.67,48.0,0.58,8355.0,2040.0,324.0
12.54,9.27,43.3,0.722,6099.0,1773.0,194.7
7.07,2.28,58.8,0.204,6839.0,1189.0,263.7
13.59,6.67,43.3,0.849,10641.0,2315.0,418.9
15.41,1.9,40.9,0.3,10210.0,1963.0,382.6
19.96,4.89,40.0,0.319,5611.0,1093.0,171.5
9.85,7.97,51.4,0.383,6497.0,2083.0,307.6
1.23,5.92,51.4,0.2,8567.0,1453.0,307.7
11.92,4.56,47.7,0.444,5368.0,1111.0,109.9
2.38,10.62,45.6,0.2,8301.0,1971.0,357.1
4.9,9.27,53.1,0.203,8507.0,2172.0,285.1
6.58,6.32,63.3,0.213,6746.0,1828.0,387.6
14.62,11.4,40.5,0.617,6759.0,1009.0,218.4
3.68,5.09,60.9,0.2,6374.0,1923.0,256.4
3.32,9.46,50.1,0.2,10614.0,1011.0,281.4
0.9,2.02,47.8,0.2,7333.0,2482.0,466.8
17.46,3.43,40.3,0.379,8512.0,1428.0,229.4
13.87,4.06,43.1,0.514,6809.0,2394.0,167.2
0.8,1.27,46.4,0.2,9216.0,1019.0,307.4
0.57,6.02,49.0,0.2,5609.0,1156.0,167.6
11.17,2.31,48.0,0.259,5430.0,1722.0,139.6
5.65,7.61,59.8,0.206,9466.0,2214.0,503.2
11.93,2.28,46.0,0.277,9360.0,2508.0,290.9
8.69,1.48,53.0,0.208,6590.0,1834.0,300.2
18.47,11.63,40.0,0.397,7130.0,1569.0,167.1
5.76,7.9,58.9,0.207,10744.0,1071.0,440.9
13.58,11.24,41.0,0.6,5626.0,1934.0,195.9
1.08,5.88,50.9,0.2,6099.0,1608.0,146.3
19.12,0.4,40.0,0.213,7580.0,2455.0,284.4
19.62,6.89,40.0,0.429,6693.0,1768.0,189.3
14.78,6.7,41.7,0.926,8894.0,2225.0,523.2
9.3,0.18,48.0,0.204,9144.0,2357.0,391.6
4.4,10.33,48.9,0.201,8158.0,1157.0,304.6
16.25,7.44,40.6,0.921,8667.0,1705.0,166.9
14.73,8.94,41.2,0.959,7601.0,2430.0,163.1
4.44,5.93,62.4,0.201,9562.0,1679.0,431.3
9.02,7.42,55.2,0.308,5253.0,1904.0,223.9
9.26,3.09,55.5,0.234,6877.0,2397.0,441.7
16.53,11.69,40.1,0.53,9107.0,1372.0,225.7
13.68,4.81,43.5,0.612,6978.0,2431.0,162.6
12.86,1.95,43.8,0.281,5471.0,1635.0,157.9
13.0,0.67,42.6,0.232,7070.0,1949.0,298.1
5.41,7.63,59.6,0.205,9269.0,1525.0,377.6
7.43,11.8,45.0,0.215,5732.0,1843.0,204.7
0.91,10.75,43.5,0.2,9348.0,1079.0,313.0
15.74,8.43,40.7,0.968,9653.0,1104.0,138.8
8.66,11.89,44.1,0.237,8812.0,1664.0,177.7
8.76,8.67,52.4,0.29,6465.0,1536.0,208.9
4.91,4.07,63.3,0.201,9832.0,1985.0,500.4
4.19,7.21,59.0,0.201,6287.0,1061.0,237.7
11.76,0.96,44.8,0.228,10435.0,1268.0,218.2
4.65,2.66,59.6,0.2,9240.0,1335.0,453.9
1.28,5.01,51.9,0.2,5328.0,1705.0,234.5
15.35,2.42,41.1,0.341,9796.0,1395.0,294.0
7.53,11.44,45.8,0.219,8039.0,1220.0,268.9
7.6,11.95,44.6,0.216,7716.0,1956.0,211.2
8.63,4.45,59.7,0.242,7523.0,2190.0,397.9
16.3,8.51,40.5,0.918,8640.0,2096.0,381.3
6.42,4.89,64.8,0.208,9347.0,1442.0,525.7
15.16,1.67,41.1,0.286,10376.0,2367.0,399.6
18.79,4.04,40.1,0.351,6638.0,1979.0,245.1
13.22,2.8,43.7,0.349,8785.0,1983.0,189.6
8.63,3.94,59.1,0.234,9118.0,1341.0,362.4
14.96,2.58,41.4,0.356,9049.0,1388.0,196.9
9.16,1.35,51.5,0.21,7958.0,1760.0,405.1
8.29,2.61,57.4,0.213,7346.0,1381.0,377.4
10.51,10.87,44.0,0.365,9574.0,2101.0,252.4
6.35,1.02,54.7,0.201,6800.0,1494.0,275.2
2.09,3.9,54.4,0.2,6248.0,1243.0,254.2
8.3,6.34,59.7,0.257,8275.0,1243.0,401.3
2.48,4.25,56.2,0.2,6606.0,1204.0,186.2
8.21,6.21,60.2,0.252,5199.0,1704.0,159.2
11.14,0.52,45.3,0.216,5309.0,1005.0,165.2
18.61,7.78,40.1,0.586,9170.0,1868.0,110.4
0.72,6.76,48.9,0.2,10839.0,1477.0,370.6
12.43,8.17,44.5,0.753,7728.0,1884.0,315.8
9.15,6.81,56.1,0.311,5882.0,2497.0,400.5
0.41,5.25,48.8,0.2,9908.0,2390.0,349.3
4.99,4.2,63.7,0.201,6569.0,1922.0,354.4
2.37,2.72,53.5,0.2,10974.0,1669.0,470.9
4.34,6.0,62.0,0.201,8380.0,2117.0,333.9
5.49,0.31,51.9,0.2,6396.0,2477.0,358.5
8.03,3.94,61.0,0.221,7976.0,1783.0,394.7
10.58,8.13,49.0,0.47,7012.0,1159.0,186.4
0.02,1.3,44.8,0.2,9677.0,2226.0,356.7
3.24,0.75,50.6,0.2,5635.0,1017.0,188.1
1.87,7.83,50.9,0.2,10142.0,2223.0,476.1
10.99,4.77,50.9,0.384,9604.0,1136.0,273.1
6.58,9.62,52.1,0.213,10168.0,1171.0,350.3
10.97,11.25,43.0,0.38,10370.0,2251.0,291.3
4.44,11.48,45.7,0.201,6379.0,2103.0,206.6
0.48,5.11,49.1,0.2,8126.0,1899.0,323.2
18.83,3.17,40.1,0.297,10100.0,2313.0,260.2
2.17,7.3,52.8,0.2,7264.0,2362.0,388.5
2.54,7.54,53.5,0.2,5362.0,1732.0,265.8
2.93,7.47,54.9,0.2,6750.0,2594.0,289.4
19.63,3.86,40.0,0.294,6452.0,1572.0,205.5
12.35,0.77,43.6,0.23,10220.0,1274.0,246.1
12.21,2.52,45.6,0.298,7783.0,2354.0,205.1
19.73,1.85,40.0,0.228,9101.0,1665.0,234.6
1.77,1.49,49.1,0.2,10773.0,2399.0,421.2
19.49,11.12,40.0,0.352,6795.0,1098.0,203.2
4.08,0.17,50.1,0.2,9567.0,1178.0,317.0
12.46,7.22,45.3,0.741,5137.0,1064.0,215.2
8.4,11.37,45.3,0.238,5625.0,1963.0,176.0
7.68,4.32,62.4,0.219,5971.0,2331.0,308.2
18.62,6.33,40.1,0.53,6875.0,1644.0,342.1
2.98,8.35,52.7,0.2,7418.0,1145.0,179.0
19.94,3.81,40.0,0.278,7862.0,1598.0,208.6
7.58,5.73,62.6,0.228,6472.0,1557.0,247.3
12.98,9.81,42.3,0.732,5397.0,2030.0,168.7
19.36,8.94,40.0,0.465,9065.0,2043.0,240.7
1.15,9.7,45.5,0.2,5142.0,1165.0,190.4
18.46,11.85,40.0,0.381,9857.0,1672.0,296.0
11.36,4.44,49.5,0.39,10575.0,2028.0,272.5
14.09,8.97,41.7,0.925,9262.0,1414.0,178.8
2.98,7.23,55.6,0.2,8576.0,1651.0,352.2
10.67,8.0,49.0,0.482,8942.0,1982.0,408.9
13.47,8.88,42.4,0.873,8913.0,1645.0,742.7
9.12,9.0,50.6,0.311,10590.0,1049.0,376.1
3.1,10.63,46.6,0.2,10786.0,1356.0,271.1
4.88,4.19,63.5,0.201,7560.0,2242.0,396.9
17.09,7.84,40.3,0.827,8702.0,1398.0,238.0
0.69,3.36,48.9,0.2,9817.0,2308.0,350.6
14.18,7.13,42.3,0.939,5006.0,1747.0,196.9
19.99,9.01,40.0,0.39,8162.0,1757.0,131.4
0.15,9.49,44.1,0.2,8917.0,2233.0,356.6
3.22,5.04,59.3,0.2,9303.0,1613.0,362.2
13.48,6.1,43.7,0.777,7213.0,1382.0,197.0
1.2,4.01,51.2,0.2,6774.0,1168.0,317.1
11.8,2.03,46.1,0.262,6093.0,2075.0,180.5
13.68,3.13,43.1,0.394,8347.0,1752.0,284.7
11.76,10.95,42.5,0.476,10516.0,2295.0,432.6
7.3,3.71,62.3,0.211,10376.0,1732.0,482.9
13.95,11.7,40.7,0.552,7160.0,1664.0,124.1
11.89,2.9,46.8,0.31,6547.0,1478.0,311.3
4.15,8.68,54.2,0.201,9733.0,1319.0,336.8
11.26,6.89,48.8,0.544,9350.0,2329.0,297.7
17.64,8.36,40.2,0.74,8032.0,1152.0,172.3
13.34,7.73,43.2,0.883,7334.0,2443.0,208.2
9.44,8.48,51.3,0.341,5743.0,1043.0,145.7
6.43,10.87,47.9,0.209,9711.0,1836.0,358.7
1.72,6.76,52.2,0.2,8705.0,1093.0,257.7
4.89,0.81,53.4,0.2,7261.0,2247.0,375.9
0.22,3.25,47.4,0.2,10513.0,1338.0,363.4
19.73,8.5,40.0,0.427,8958.0,1905.0,421.4
4.45,5.93,62.4,0.201,10575.0,2466.0,515.8
16.3,6.58,40.7,0.852,7846.0,2039.0,162.6
3.37,7.16,57.0,0.2,7728.0,1285.0,228.0
5.67,4.59,64.8,0.203,10623.0,2275.0,838.8
8.37,9.29,51.2,0.263,10759.0,1706.0,450.8
6.49,8.68,55.8,0.214,10765.0,1021.0,310.8
15.97,8.57,40.6,0.946,9913.0,1779.0,590.2
19.15,8.58,40.1,0.501,7774.0,2300.0,382.4
17.51,10.68,40.1,0.578,6262.0,1688.0,118.4
3.07,7.14,56.1,0.2,7301.0,2213.0,298.5
15.53,11.6,40.3,0.583,10630.0,2129.0,297.7
2.96,1.43,52.0,0.2,7181.0,1731.0,235.5
18.27,7.58,40.1,0.638,9540.0,1517.0,241.8
10.36,8.6,48.6,0.437,10538.0,2162.0,471.1
6.73,5.73,64.1,0.213,10822.0,1590.0,365.5
3.14,3.46,57.6,0.2,10686.0,1272.0,420.3
0.24,6.6,47.6,0.2,8330.0,1513.0,359.0
4.96,4.38,63.8,0.201,7951.0,2403.0,469.0
18.28,10.91,40.1,0.475,10926.0,1453.0,275.5
15.95,4.28,40.9,0.553,6309.0,1376.0,144.1
19.4,2.11,40.0,0.24,6125.0,1213.0,206.0
2.02,6.92,53.0,0.2,10779.0,1088.0,276.6
11.84,4.75,48.0,0.456,9135.0,2563.0,384.5
5.14,1.15,54.9,0.2,8218.0,1859.0,351.8
10.86,6.78,50.2,0.484,5792.0,2167.0,344.1
6.41,6.45,63.2,0.212,8079.0,2237.0,376.6
5.67,2.08,58.7,0.201,10665.0,1564.0,393.9
11.48,7.17,47.9,0.586,8617.0,2278.0,209.1
3.67,6.81,58.7,0.201,7428.0,2538.0,419.5
9.38,9.28,49.3,0.326,8307.0,2187.0,296.6
13.02,4.34,44.8,0.505,10317.0,2139.0,262.0
2.56,2.99,54.7,0.2,10477.0,1692.0,352.9
18.61,11.41,40.0,0.403,7401.0,2346.0,285.7
10.11,6.73,52.9,0.394,8648.0,1142.0,213.3
16.39,0.33,40.3,0.227,6675.0,2199.0,186.6
13.08,9.85,42.1,0.739,7707.0,1579.0,316.7
14.2,2.36,42.1,0.332,6319.0,1906.0,206.5
14.32,9.43,41.3,0.896,8189.0,2429.0,399.6
17.5,8.46,40.2,0.758,8469.0,1968.0,211.4
12.27,11.63,41.6,0.455,7027.0,1041.0,183.3
5.56,11.59,45.8,0.203,6633.0,2156.0,267.5
1.99,3.29,53.3,0.2,5906.0,2486.0,379.1
12.13,9.2,44.0,0.667,5837.0,2027.0,332.3
1.33,3.8,51.5,0.2,9269.0,2378.0,494.3
4.83,7.55,59.2,0.203,6330.0,2320.0,292.6
1.21,7.17,50.0,0.2,5708.0,2378.0,213.8
10.98,0.65,45.8,0.216,10993.0,1551.0,402.8
3.21,0.06,48.6,0.2,6559.0,1759.0,332.2
12.21,0.69,43.7,0.227,10376.0,2357.0,462.3
15.82,1.54,40.7,0.276,8655.0,2457.0,295.5
16.44,3.09,40.6,0.387,9290.0,1235.0,291.9
6.19,10.88,47.9,0.207,8366.0,1290.0,315.8
10.98,6.22,50.4,0.473,6085.0,1555.0,237.8
11.26,9.56,45.0,0.521,10082.0,2232.0,363.8
9.46,10.06,47.1,0.315,9968.0,2400.0,385.9
13.1,8.82,42.9,0.831,7098.0,1928.0,157.7
4.2,4.7,62.4,0.201,9583.0,1181.0,335.5
19.58,10.37,40.0,0.382,8258.0,1486.0,191.2
1.96,8.9,48.7,0.2,10454.0,2371.0,299.9
16.58,8.92,40.4,0.864,9817.0,1556.0,266.8
11.88,10.82,42.6,0.5,5246.0,1164.0,151.5
4.9,7.18,60.5,0.203,10276.0,1483.0,495.1
14.91,6.34,41.7,0.887,10811.0,2291.0,566.2
1.69,10.68,44.6,0.2,9453.0,1790.0,406.9
15.49,5.45,41.2,0.751,5719.0,1275.0,280.3
11.8,9.74,43.9,0.583,9844.0,1500.0,217.8
2.22,0.65,48.2,0.2,8885.0,2526.0,275.4
1.59,0.02,45.7,0.2,7033.0,1691.0,298.9
15.02,6.34,41.6,0.886,10304.0,1707.0,518.2
5.86,0.88,54.2,0.2,8393.0,1245.0,414.6
17.79,11.72,40.1,0.441,10118.0,1487.0,308.9
15.24,0.07,40.6,0.224,9021.0,2303.0,199.1
13.96,8.62,42.0,0.938,6731.0,2258.0,257.5
5.57,2.92,61.5,0.201,10850.0,1697.0,529.2
14.18,11.61,40.6,0.573,8426.0,2430.0,417.7
18.96,4.58,40.1,0.374,8101.0,1608.0,340.2
1.83,0.33,46.8,0.2,7421.0,2383.0,358.4
6.52,0.32,51.9,0.201,5818.0,1051.0,183.4
4.69,6.64,61.6,0.202,9117.0,1556.0,327.5
7.87,11.84,44.7,0.221,7585.0,2368.0,323.3
14.85,11.76,40.4,0.565,10608.0,2442.0,251.7
9.48,4.05,56.2,0.262,10791.0,2210.0,648.2
11.41,5.79,49.2,0.499,9606.0,2072.0,207.9
6.28,1.21,55.4,0.201,6455.0,2305.0,351.2
2.83,6.27,56.9,0.2,9296.0,2132.0,447.7
5.34,7.2,61.0,0.204,5123.0,1407.0,231.9
17.19,3.01,40.3,0.354,9958.0,1746.0,226.4
12.05,7.35,46.1,0.681,7962.0,2057.0,126.0
7.56,10.8,47.5,0.224,10620.0,1940.0,337.5
15.8,0.01,40.4,0.222,7267.0,2416.0,229.9
1.29,2.75,50.1,0.2,6579.0,1758.0,326.0
5.08,2.52,59.8,0.201,10970.0,1285.0,362.1
4.6,1.49,55.5,0.2,8184.0,1343.0,344.3
19.71,1.99,40.0,0.231,10179.0,2354.0,250.4
14.12,7.51,42.2,0.956,10466.0,1014.0,294.6
12.36,1.23,44.1,0.243,8111.0,2391.0,187.6
0.1,8.86,44.8,0.2,7734.0,1089.0,340.1
3.69,10.64,47.2,0.2,8317.0,1627.0,282.3
12.71,11.12,41.6,0.548,10086.0,2280.0,126.9
7.59,7.92,57.3,0.238,10788.0,1652.0,372.5
18.49,2.37,40.1,0.27,6970.0,2316.0,197.1
15.29,1.02,40.8,0.253,9432.0,1160.0,212.2
8.95,2.78,55.9,0.223,6712.0,1818.0,278.2
14.99,11.54,40.4,0.598,8666.0,1932.0,203.2
19.51,11.55,40.0,0.329,9829.0,2425.0,259.4
9.22,4.58,57.6,0.265,10319.0,1150.0,285.5
12.85,3.91,45.0,0.444,7692.0,1542.0,311.3
18.37,6.12,40.1,0.549,7219.0,2055.0,335.7
4.97,3.5,62.4,0.201,6521.0,2568.0,352.2
17.73,11.76,40.1,0.441,5801.0,2357.0,201.2
1.95,2.65,52.0,0.2,7190.0,2354.0,259.8
12.97,4.43,44.9,0.513,10232.0,1827.0,330.1
15.66,5.15,41.1,0.698,7513.0,1903.0,248.2
12.29,1.5,44.4,0.251,6904.0,2374.0,254.2
9.91,4.59,54.9,0.3,9435.0,2391.0,461.6
12.35,10.28,42.6,0.605,6294.0,2284.0,246.2
3.03,1.68,52.9,0.2,6538.0,2310.0,246.7
4.31,7.01,59.9,0.201,10615.0,2407.0,648.5
5.4,4.88,64.7,0.203,5490.0,1182.0,244.7
11.96,2.05,45.7,0.267,7488.0,1468.0,357.5
8.84,0.15,48.7,0.203,8461.0,2562.0,386.4
4.89,3.28,61.7,0.201,6382.0,1872.0,474.7
17.66,0.74,40.1,0.229,6686.0,1282.0,242.1
7.48,4.52,63.1,0.218,6331.0,1805.0,337.5
8.92,9.72,48.9,0.287,7071.0,2033.0,238.8
8.19,8.64,53.7,0.26,10391.0,2325.0,379.8
3.64,11.37,45.4,0.2,7590.0,2299.0,324.8
14.63,5.12,42.1,0.702,7507.0,1079.0,201.2
8.97,8.49,52.4,0.305,7319.0,1726.0,254.2
0.33,7.98,46.4,0.2,10785.0,1033.0,352.2
19.28,2.6,40.1,0.257,5704.0,2421.0,209.2
16.32,3.64,40.7,0.453,10231.0,1278.0,333.0
14.47,6.36,42.1,0.878,6963.0,2000.0,138.9
17.38,9.56,40.2,0.71,10739.0,1913.0,435.9
18.14,5.54,40.2,0.531,6891.0,2001.0,254.7
6.75,2.73,60.7,0.204,5497.0,1901.0,358.0
12.22,11.92,41.4,0.422,8120.0,2145.0,349.2
12.18,1.39,44.5,0.245,6367.0,2002.0,231.8
5.35,11.47,46.1,0.202,9518.0,1144.0,270.1
4.44,9.71,51.0,0.201,8944.0,1587.0,467.5
2.28,10.07,46.7,0.2,9119.0,1875.0,306.7
13.19,9.54,42.2,0.784,6161.0,1520.0,248.1
15.62,2.5,40.9,0.346,9252.0,2217.0,271.1
15.22,7.59,41.2,0.99,6868.0,1509.0,73.7
6.33,9.08,54.3,0.211,10992.0,2326.0,369.0
4.11,8.95,53.2,0.201,9391.0,1235.0,354.2
9.07,3.26,56.5,0.233,8542.0,2231.0,456.2
10.94,2.17,48.5,0.248,10203.0,1294.0,351.0
18.38,3.94,40.1,0.369,8536.0,1845.0,345.5
17.5,5.76,40.3,0.628,8316.0,1513.0,259.4
18.32,6.89,40.1,0.605,6424.0,2020.0,154.7
17.01,10.04,40.2,0.707,9069.0,1340.0,287.2
19.29,9.23,40.0,0.464,7248.0,2273.0,249.9
9.31,8.11,52.6,0.332,5258.0,1918.0,201.6
0.95,3.16,49.5,0.2,9896.0,2532.0,448.2
1.67,5.75,53.1,0.2,5311.0,2139.0,255.0
7.81,4.03,61.7,0.219,9034.0,1972.0,382.3
5.15,2.82,60.8,0.201,5940.0,2327.0,312.6
3.4,0.12,49.0,0.2,7595.0,1351.0,346.5
19.06,4.07,40.1,0.336,10155.0,2012.0,429.0
3.91,3.07,59.1,0.2,5567.0,1625.0,273.2
19.19,6.86,40.1,0.481,9003.0,2190.0,283.4
15.22,0.75,40.8,0.243,8676.0,1039.0,162.5
12.82,3.25,44.8,0.375,10205.0,1684.0,501.5
13.52,0.54,42.0,0.232,6036.0,2043.0,266.8
6.63,7.7,59.4,0.216,9799.0,1737.0,494.3
12.93,6.82,44.5,0.783,7701.0,1381.0,85.5
3.73,4.05,60.4,0.2,7572.0,1743.0,355.9
18.75,1.77,40.1,0.242,7171.0,2360.0,241.0
6.04,11.5,46.1,0.205,7313.0,1331.0,272.7
5.1,7.01,61.3,0.203,8120.0,1587.0,334.9
14.22,8.15,41.9,0.973,5641.0,2585.0,174.4
13.13,6.38,44.3,0.769,7550.0,2461.0,343.0
9.03,9.68,48.9,0.294,8912.0,1054.0,224.7
12.65,10.76,41.9,0.586,7989.0,1849.0,201.4
3.19,4.59,59.1,0.2,5995.0,1105.0,253.6
13.47,8.28,42.7,0.899,7178.0,2478.0,447.5
5.41,2.76,60.9,0.201,7658.0,1706.0,417.5
5.46,7.82,59.0,0.205,9013.0,1669.0,482.3
3.24,4.79,59.4,0.2,10405.0,1437.0,423.2
6.65,0.08,51.0,0.201,8302.0,1910.0,444.0
6.63,11.47,46.1,0.208,9058.0,1232.0,194.4
9.08,10.42,46.8,0.283,5463.0,2278.0,361.8
3.81,3.49,59.7,0.2,10727.0,1786.0,709.1
3.86,11.97,44.2,0.2,6891.0,1906.0,270.5
10.83,3.81,50.9,0.315,7126.0,2345.0,377.0
2.58,5.51,56.8,0.2,6337.0,1296.0,257.4
13.78,10.22,41.3,0.761,5508.0,1280.0,140.9
18.88,3.66,40.1,0.322,9740.0,1673.0,239.0
8.54,5.41,60.1,0.254,6443.0,2258.0,331.2
18.02,7.99,40.2,0.682,6696.0,1094.0,206.3
1.97,1.57,49.8,0.2,6091.0,2272.0,291.2
0.86,5.07,50.4,0.2,10849.0,1801.0,585.6
14.43,3.71,42.2,0.483,9686.0,1899.0,305.0
15.22,8.12,41.1,0.997,10579.0,1903.0,134.8
16.86,1.63,40.3,0.269,10170.0,1090.0,360.9
1.14,2.79,49.7,0.2,10438.0,1400.0,273.4
15.54,8.54,40.8,0.975,7874.0,2208.0,178.7
7.53,1.87,56.7,0.204,6023.0,1660.0,285.8
6.07,5.06,65.0,0.206,6961.0,1897.0,396.7
3.46,8.55,53.2,0.2,6755.0,2512.0,242.8
19.92,9.19,40.0,0.393,9303.0,1074.0,184.6
1.27,1.14,47.2,0.2,5154.0,1719.0,151.0
16.54,10.22,40.2,0.733,5852.0,1578.0,217.2
12.79,8.69,43.4,0.794,9097.0,1170.0,382.2
14.7,4.07,41.9,0.538,5741.0,2521.0,142.5
14.23,9.17,41.5,0.918,5290.0,2538.0,294.0
17.17,8.74,40.2,0.798,5655.0,1498.0,237.5
3.68,7.21,57.7,0.201,9144.0,2515.0,391.8
0.02,6.7,46.9,0.2,5836.0,1056.0,126.5
11.97,8.82,44.7,0.663,5878.0,2569.0,152.2
7.08,11.99,44.7,0.21,6382.0,2337.0,223.8
2.48,6.94,54.6,0.2,9505.0,1343.0,472.1
3.72,9.7,50.1,0.201,6202.0,1959.0,253.7
6.63,8.93,54.7,0.216,5212.0,2277.0,212.0
1.4,10.27,44.9,0.2,10435.0,1511.0,331.9
1.14,11.45,42.8,0.2,10258.0,1566.0,238.4
18.32,2.32,40.1,0.272,6109.0,2006.0,230.0
6.24,1.99,58.4,0.202,6592.0,1235.0,223.4
19.64,7.04,40.0,0.429,6131.0,1189.0,131.7
19.29,5.39,40.1,0.397,9317.0,1400.0,274.6
2.85,6.85,56.0,0.2,6500.0,2186.0,441.9
14.3,9.58,41.3,0.878,10589.0,1587.0,739.7
12.02,11.18,42.1,0.478,9966.0,1812.0,217.1
13.81,5.01,43.3,0.65,8530.0,1313.0,188.2
1.92,8.62,49.3,0.2,5054.0,1311.0,208.6
3.77,2.36,56.8,0.2,10302.0,2041.0,564.0
1.53,6.41,52.0,0.2,9367.0,1173.0,205.2
12.08,0.26,43.4,0.218,9727.0,2069.0,334.2
19.73,6.05,40.0,0.386,5431.0,1641.0,149.7
13.44,6.54,43.6,0.821,9251.0,2074.0,125.2
14.22,8.83,41.6,0.944,9828.0,1611.0,135.9
19.69,7.79,40.0,0.435,10740.0,2354.0,281.6
13.56,4.3,43.7,0.533,8483.0,1089.0,229.0
0.8,0.07,44.5,0.2,8048.0,2429.0,373.7
17.34,1.39,40.2,0.252,7552.0,1430.0,234.2
7.29,11.68,45.4,0.214,9208.0,1068.0,315.1
0.09,11.07,42.3,0.2,10525.0,1900.0,333.0
10.14,3.9,53.5,0.285,8599.0,1359.0,266.6
18.74,3.11,40.1,0.297,6364.0,1735.0,192.0
5.15,5.24,64.4,0.202,5105.0,2284.0,345.5
9.83,8.28,50.7,0.38,8715.0,2266.0,464.2
3.48,4.28,59.9,0.2,10188.0,1961.0,448.8
1.15,0.81,46.4,0.2,5396.0,2565.0,197.0
1.61,4.83,53.1,0.2,7385.0,1742.0,324.9
14.54,3.13,42.0,0.411,10640.0,1063.0,298.7
17.28,3.9,40.3,0.435,8010.0,2311.0,372.7
2.87,1.96,53.2,0.2,6324.0,1354.0,215.7
5.77,7.91,58.8,0.207,7122.0,1282.0,257.1
3.9,6.32,60.4,0.201,7449.0,1112.0,344.9
0.54,3.25,48.3,0.2,5704.0,1525.0,198.3
11.07,6.65,49.7,0.506,8965.0,1522.0,262.3
14.0,5.91,42.9,0.794,8553.0,1484.0,402.3
12.96,9.55,42.5,0.755,8886.0,1949.0,153.5
7.76,11.47,45.6,0.222,8665.0,2202.0,488.4
11.1,1.57,47.1,0.235,5100.0,2500.0,199.1
1.88,10.61,45.0,0.2,6047.0,1150.0,224.9
3.09,8.46,52.6,0.2,5993.0,1241.0,221.6
18.64,8.31,40.1,0.582,5588.0,1944.0,196.9
15.23,4.49,41.4,0.603,9413.0,1157.0,213.6
18.45,4.13,40.1,0.379,5721.0,1593.0,221.3
18.33,0.07,40.1,0.213,9009.0,1999.0,262.6
12.99,11.79,41.1,0.488,6070.0,2249.0,176.2
18.56,7.28,40.1,0.584,5710.0,1348.0,298.7
8.33,4.83,60.8,0.239,5975.0,2069.0,312.2
0.07,6.53,47.2,0.2,8050.0,2033.0,267.5
1.25,0.49,46.0,0.2,8873.0,2375.0,253.7
2.19,2.08,51.6,0.2,9872.0,1502.0,509.9
1.91,7.48,51.7,0.2,5771.0,2200.0,236.4
7.03,6.17,63.0,0.22,8697.0,2203.0,677.2
14.03,9.44,41.5,0.876,9643.0,1383.0,291.0
15.81,7.9,40.8,0.971,6874.0,1994.0,218.2
11.8,7.22,46.9,0.638,5478.0,2080.0,223.0
2.93,9.78,48.5,0.2,5936.0,1439.0,336.8
14.96,0.82,41.0,0.246,5549.0,1723.0,115.6
7.1,8.29,56.7,0.225,10323.0,1697.0,438.0
0.26,8.59,45.4,0.2,7260.0,2238.0,265.8
5.61,3.3,62.6,0.202,8140.0,1001.0,305.9
6.61,2.35,59.5,0.203,9612.0,1802.0,438.3
5.48,2.57,60.3,0.201,7229.0,1295.0,290.4
16.24,2.38,40.6,0.327,8895.0,2035.0,292.3
15.2,6.29,41.4,0.878,5460.0,2089.0,175.7
13.91,1.63,42.1,0.278,7885.0,1802.0,188.8
2.78,7.91,53.3,0.2,5579.0,1867.0,269.4
16.16,1.26,40.5,0.26,6490.0,1504.0,230.1
13.54,0.32,41.8,0.227,6760.0,1501.0,188.5
3.9,3.83,60.6,0.2,9306.0,2192.0,652.5
12.96,2.3,43.9,0.305,9045.0,1211.0,350.7
9.67,11.86,43.3,0.272,9482.0,2234.0,394.5
8.79,3.64,58.1,0.233,5371.0,2048.0,323.0
2.24,2.66,53.0,0.2,10963.0,2415.0,469.5
10.37,2.36,50.5,0.241,5327.0,1416.0,261.9
2.0,4.49,54.5,0.2,9954.0,1810.0,546.5
3.29,7.27,56.5,0.2,9442.0,1062.0,387.7
2.65,9.38,49.1,0.2,8551.0,2460.0,318.6
19.08,4.37,40.1,0.353,7633.0,2081.0,242.3
5.7,7.51,60.2,0.206,9543.0,1997.0,496.7
7.1,5.78,63.5,0.219,9439.0,2172.0,565.0
6.44,10.16,50.2,0.211,5823.0,1455.0,219.4
17.97,6.83,40.2,0.655,9756.0,1966.0,226.2
11.26,3.48,49.2,0.318,5471.0,2281.0,350.1
18.38,8.44,40.1,0.619,8003.0,1144.0,135.0
6.0,9.84,51.4,0.207,8870.0,2534.0,322.1
2.3,5.59,55.6,0.2,9930.0,2427.0,349.5
11.12,11.85,42.2,0.353,7779.0,2541.0,220.7
6.91,10.55,48.7,0.215,6421.0,2293.0,352.2
16.04,2.36,40.7,0.329,7944.0,1471.0,312.2
17.59,9.44,40.1,0.691,6501.0,1930.0,193.2
9.45,7.21,54.3,0.34,8172.0,1192.0,326.7
19.43,6.42,40.1,0.434,7775.0,2207.0,249.4
11.06,6.17,50.2,0.48,9683.0,1246.0,211.6
5.42,10.24,49.9,0.204,6441.0,2387.0,442.6
